X,Y,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE
-7916793.19,5213891.619,418,924,AGGANIS ARENA,925 COMMONWEALTH AVENUE,BOSTON,MA,2215,NOT AVAILABLE,(617) 358-7000,SINGLE USE,OPEN,7200,SUFFOLK,25025,USA,42.35224942,-71.11776324,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.agganisarena.com/
-8904384.504,4930028.539,419,380,PPG PAINTS ARENA,1001 FIFTH AVENUE,PITTSBURGH,PA,15219,NOT AVAILABLE,(412) 642-1800,MULTIUSE,OPEN,19000,ALLEGHENY,42003,USA,40.43958382,-79.98944696,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ppgpaintsarena.com/
-8230448.566,5118747.257,420,926,MCCANN FIELD HOUSE,3399 N RD,POUGHKEEPSIE,NY,12601,NOT AVAILABLE,(845) 575-3699,SINGLE USE,OPEN,3200,DUTCHESS,36027,USA,41.71744272,-73.93537742,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goredfoxes.com/facilities/?id=6
-8798474.236,5332865.455,421,927,GALLAGHER CENTER,2009 NIAGARA UNIVERSITY,NIAGARA FALLS,NY,14109,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,2400,NIAGARA,36063,USA,43.13711477,-79.03803883,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://purpleeagles.com/sports/2011/8/1/GallagherCenter.aspx?&tab=5
-8778393.442,5299951.92,422,928,KOESSLER ATHLETIC CENTER,2001 MAIN STREET,BUFFALO,NY,14208,NOT AVAILABLE,(716) 888-2950,SINGLE USE,OPEN,2196,ERIE,39043,USA,42.92098,-78.85764999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gogriffs.com/sports/2008/6/27/1498522.aspx#kac
-9311589.796,5199139.288,423,929,CONVOCATION CENTER (MICHIGAN),799 NORTH HEWITT ROAD,YPSILANTI,MI,48197,NOT AVAILABLE,(734) 487-2282,SINGLE USE,OPEN,8824,WASHTENAW,26161,USA,42.25423678,-83.64743434,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.emich.edu/bookemu/venues/convocation/index.php
-9139993.657,4768086.461,424,930,CONVOCATION CENTER (OHIO),95 RICHLAND AVENUE,ATHENS,OH,45701,NOT AVAILABLE,(800) 575-2287,SINGLE USE,OPEN,13080,ATHENS,39009,USA,39.32329002,-82.10595999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ohiobobcats.com/facilities/convocation-center/index
-9307400.298,5110206.703,425,931,SAVAGE  ARENA,2801 W BANCROFT ST,TOLEDO,OH,43606,NOT AVAILABLE,(419) 530-4653,SINGLE USE,OPEN,8300,LUCAS,19117,USA,41.66014984,-83.60979943,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://utrockets.com/news/2007/12/13/Savage_Arena.aspx
-8574074.308,4711145.931,426,932,BURR GYMNASIUM,2400 6TH ST NW,WASHINGTON,DC,20001,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,2700,DISTRICT OF COLUMBIA,11001,USA,38.92648002,-77.02221998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://hubison.com/sports/2013/7/1/GEN_0701134701.aspx?tab=burrgymnasium
-8497129.207,4441873.67,427,933,HAMPTON CONVOCATION CENTER,100 E QUEEN ST,HAMPTON,VA,23668,NOT AVAILABLE,(757) 728-6832,SINGLE USE,OPEN,7200,HAMPTON,51650,USA,37.01984776,-76.33101038,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://hucc.hamptonu.edu/
-8879825.051,4311187.489,428,934,CORBETT SPORTS CENTER,1601 EAST MARKET STREET,GREENSBORO,NC,27401,NOT AVAILABLE,(336) 334-7712,SINGLE USE,OPEN,5700,GUILFORD,37081,USA,36.0767521,-79.76882564,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ncataggies.com/ViewArticle.dbml?&DB_OEM_ID=24500&ATCLID=204936497
-9383178.194,3558202.485,429,935,ALFRED LAWSON CENTER,1800 WAHNISH WAY,TALLAHASSEE,FL,32301,NOT AVAILABLE,(850) 412-5966,SINGLE USE,OPEN,9639,LEON,48289,USA,30.4242644,-84.29052385,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.famuathletics.com/ViewArticle.dbml?ATCLID=205111952
-8525441.476,4770831.197,430,936,TALMADGE L. HILL FIELD HOUSE,1700 EAST COLD SPRING LANE,BALTIMORE,MD,21239,NOT AVAILABLE,(443) 885-3333,SINGLE USE,OPEN,4250,BALTIMORE (CITY),24510,USA,39.34236117,-76.58534382,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.morganstatebears.com/sports/2003/7/17/Directions.aspx?&tab=3
-8489018.546,4417951.122,431,937,JOSEPH ECHOLS MEMORIAL HALL,700 PARK AVE,NORFOLK,VA,23504,NOT AVAILABLE,(757) 823-8600,SINGLE USE,OPEN,4500,NORFOLK,25021,USA,36.84807225,-76.25815107,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://nsuspartans.com/sports/2007/10/25/GEN_1025075917.aspx?
-12587221.67,4533688.306,432,938,AMERICA FIRST EVENTS CENTER,351 WEST CENTER STREET,CEDAR CITY,UT,84720,NOT AVAILABLE,(435) 586-7872,SINGLE USE,OPEN,5300,IRON,49021,USA,37.67551835,-113.0729361,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://suutbirds.com/sports/2007/11/1/1302653.aspx
-9588509.781,4840925.992,433,939,INDIANA FARMERS COLISEUM,1202 E 38TH ST,INDIANAPOLIS,IN,46205,NOT AVAILABLE,(317) 927-7623,SINGLE USE,OPEN,6800,MARION,41047,USA,39.82763363,-86.13504889,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://iupuijags.com/sports/2013/5/28/MBB_0528131958.aspx?path=mbball
-10831102.09,4540188.862,434,940,CHARLES KOCH ARENA,1845 FAIRMOUNT STREET,WICHITA,KS,67260,NOT AVAILABLE,(316) 978-3267,SINGLE USE,OPEN,10506,SEDGWICK,8115,USA,37.72172309,-97.29744556,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goshockers.com/sports/2015/4/29/Charles_Koch_Arena_Facility.aspx?id=1
-9729906.812,4789015.638,435,941,HULMAN ARENA,200 NORTH 8TH STREET,TERRE HAUTE,IN,47807,NOT AVAILABLE,(812) 237-3737,SINGLE USE,OPEN,10200,VIGO,18167,USA,39.46858004,-87.40524002,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://hulmancenter.org/
-10384231.04,4467312.014,436,942,JQH ARENA,685 SOUTH JOHN Q. HAMMONS PARKWAY,SPRINGFIELD,MO,65807,NOT AVAILABLE,(417) 836-7678,SINGLE USE,OPEN,11000,GREENE,19073,USA,37.20208232,-93.28313461,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://jqharena.missouristate.edu/
-10425319.67,5101963.007,437,943,KNAPP ARENA,2601 FOREST AVENUE,DES MOINES,IA,50311,NOT AVAILABLE,(515) 271-3791,SINGLE USE,OPEN,7152,POLK,41053,USA,41.6048,-93.65223999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://godrakebulldogs.com/facilities/?id=4
-13032675.59,3865318.267,438,944,VIEJAS ARENA,5500 CANYON CREST DRIVE,SAN DIEGO,CA,92115,NOT AVAILABLE,(619) 594-0234,SINGLE USE,OPEN,12414,SAN DIEGO,6073,USA,32.7738017,-117.0745168,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.as.sdsu.edu/viejas_arena/
-10838813.06,3856719.016,439,945,ED & RAE SCHOLLMAIER ARENA,2900 STADIUM DRIVE,FORT WORTH,TX,76109,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,6800,TARRANT,48439,USA,32.70882647,-97.36671429,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gofrogs.com/sports/2018/7/13/facilities-tcu-facilities-basketball-html.aspx
-12449835.63,4977310.043,440,946,HUNTSMAN CENTER,1825 EAST SOUTH CAMPUS ROAD,SALT LAKE CITY,UT,84112,NOT AVAILABLE,(801) 581-5445,SINGLE USE,OPEN,15000,SALT LAKE,49035,USA,40.76206938,-111.8387763,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://stadium.utah.edu/about/arena/
-8754278.728,4939528.6,442,948,DEGOL ARENA,140 LAKEVIEW DRIVE,LORETTO,PA,15940,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,3500,CAMBRIA,42021,USA,40.50450427,-78.64102383,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://sfuathletics.com/facilities/?id=3
-8100168.18,5115127.206,443,949,DETRICK GYMNASIUM,1615 STANLEY ST,NEW BRITAIN,CT,6053,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,3200,HARTFORD,9003,USA,41.69316444,-72.7650488,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ccsubluedevils.com/facilities/detrick/index
-8610164.326,4819476.648,444,950,KNOTT ARENA,16300 OLD EMMITSBURG ROAD,EMMITSBURG,MD,21727,NOT AVAILABLE,(301) 447-5290,SINGLE USE,OPEN,3121,FREDERICK,51069,USA,39.67949885,-77.34642213,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.msmary.edu/student-life/recreation/ARCC/
-13662081.6,5712521.499,445,951,CHILES CENTER,5000 N WILLAMETTE BLVD,PORTLAND,OR,97203,NOT AVAILABLE,(503) 943-7525,SINGLE USE,OPEN,4852,MULTNOMAH,41051,USA,45.57512077,-122.7285671,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://portlandpilots.com/sports/2008/8/11/MBB_0811084643.aspx
-13214695.55,4033980.869,446,952,FIRESTONE FIELDHOUSE,24225 PACIFIC COAST HWY,MALIBU,CA,90263,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,3104,LOS ANGELES,6037,USA,34.03856001,-118.7096299,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://spark.adobe.com/page/AnSKc/
-13044837.83,3865403.372,447,953,JENNY CRAIG PAVILION,5998 ALCALA PARK WAY,SAN DIEGO,CA,92110,NOT AVAILABLE,(619) 260-7550,SINGLE USE,OPEN,5100,SAN DIEGO,6073,USA,32.77444451,-117.1837721,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://usdtoreros.com/sports/2018/5/23/facilities-usd-10-facilities-html.aspx
-13573769.53,4487888.68,448,954,LEAVEY CENTER,500 EL CAMINO REAL,SANTA CLARA,CA,95053,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,4700,SANTA CLARA,6085,USA,37.34916785,-121.9352463,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.santaclarabroncos.com/information/facilities/leavey
-8257665.357,4974522.501,449,955,FLEISHER CENTER,80 LOCK STREET,NEWARK,NJ,7103,NOT AVAILABLE,NOT AVAILABLE,OTHER,OPEN,1500,ESSEX,25009,USA,40.7431,-74.17987001,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.njithighlanders.com/sports/2008/8/27/directions.aspx?tab=facilties
-7950240.093,5134601.485,450,957,DUNKIN' DONUTS CENTER,1 LA SALLE SQUARE,PROVIDENCE,RI,2903,NOT AVAILABLE,(401) 331-0700,SINGLE USE,OPEN,13106,PROVIDENCE,44007,USA,41.82366286,-71.41822188,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.dunkindonutscenter.com/
-9599222.39,5115836.647,451,958,JOYCE CENTER,ANGELA BOULEVARD AND MOOSE KRAUSE CIRCLE,NOTRE DAME,IN,46637,NOT AVAILABLE,(574) 631-7356,SINGLE USE,OPEN,11418,SAINT JOSEPH,18141,USA,41.69792311,-86.23128189,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://und.com/sports/2018/8/7/facilities-joyce-center-fieldhouse-html.aspx
-9408073.5,4740473.925,452,959,FIFTH THIRD ARENA AT SHOEMAKER CENTER,2700 O'VARSITY WAY,CINCINNATI,OH,45221,NOT AVAILABLE,(513) 556-2170,SINGLE USE,OPEN,13176,HAMILTON,20075,USA,39.13114158,-84.51416219,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gobearcats.com/facilities/?id=1003
-9546061.987,4615911.519,453,960,KFC YUM! CENTER,1 ARENA PLAZA,LOUISVILLE,KY,40202,NOT AVAILABLE,(502) 690-9000,SINGLE USE,OPEN,22090,JEFFERSON,22051,USA,38.25782064,-85.75373386,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.kfcyumcenter.com/
-8043334.228,5131851.504,454,961,GAMPEL PAVILION,2098 HILLSIDE ROAD,STORRS,CT,6269,NOT AVAILABLE,(860) 486-2724,SINGLE USE,OPEN,9882,TOLLAND,9013,USA,41.80525114,-72.25450072,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uconnhuskies.com/facilities/?id=3
-8090371.087,5126358.733,455,962,XL CENTER,1 CIVIC CENTER PLAZA,HARTFORD,CT,6103,NOT AVAILABLE,(860) 249-6333,SINGLE USE,OPEN,16294,HARTFORD,9003,USA,41.76846002,-72.67704002,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.xlcenter.com/
-12362093.21,5726557.092,456,963,BRICK BREEDEN FIELDHOUSE,1 BOBCAT CIRCLE,BOZEMAN,MT,59715,NOT AVAILABLE,(406) 994-7117,SINGLE USE,OPEN,7250,GALLATIN,30031,USA,45.6633068,-111.0505727,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://brickbreeden.com/
-11655490.16,4924569.082,457,964,BANK OF COLORADO ARENA,14TH AVENUE AND 21ST STREET,GREELY,CO,80631,NOT AVAILABLE,(970) 351-1890,SINGLE USE,OPEN,5000,WELD,8123,USA,40.4022472,-104.7030496,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uncbears.com/news/2014/11/14/GEN_1114145219.aspx
-12688558.17,5919880.903,458,965,DAHLBERG ARENA,32 CAMPUS DRIVE,MISSOULA,MT,59801,NOT AVAILABLE,(406) 243-5355,SINGLE USE,OPEN,7321,MISSOULA,30063,USA,46.86386063,-113.9832574,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gogriz.com/facilities/?id=2
-12461657.39,5039282.061,459,966,DEE EVENTS CENTER,4444 HARRISON BOULEVARD,OGDEN,UT,84408,NOT AVAILABLE,(801) 626-8500,SINGLE USE,OPEN,11592,WEBER,49057,USA,41.1823939,-111.944973,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://static.weberstatesports.com/custompages/facilities/dee-events-center.html
-13517180.12,4659105.033,460,967,HORNETS NEST,MORAGA WAY AND STATE UNIVERSITY DRIVE,SACRAMENTO,CA,95819,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,1012,SACRAMENTO,6067,USA,38.56186242,-121.426895,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.hornetsports.com/information/facilities/The_Nest
-12429149.89,4188439.109,461,968,WALKUP SKYDOME,EAST MCCONNELL DRIVE AND SAN FRANCISCO STREET,FLAGSTAFF,AZ,86001,NOT AVAILABLE,(928) 523-3449,SINGLE USE,OPEN,10000,COCONINO,4005,USA,35.18051176,-111.6529532,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://nauathletics.com/sports/2017/5/30/information-facilities-skydome.aspx
-8842834.589,4549593.025,462,969,CAMERON HALL,302 CAMERON HALL,LEXINGTON,VA,24450,NOT AVAILABLE,(540) 464-7230,SINGLE USE,OPEN,5800,LEXINGTON,51678,USA,37.78851516,-79.43653466,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.vmikeydets.com/ViewArticle.dbml?DB_OEM_ID=9800&ATCLID=204808792
-8913031.293,3892759.995,463,970,CSU FIELDHOUSE,UNIVERSITY BOULEVARD,CHARLESTON,SC,29401,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,881,CHARLESTON,45019,USA,32.9808319,-80.06712238,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.csusports.com/information/buc_dome
-8795719.501,4001152.083,464,971,KIMBEL ARENA,132 CHANTICLEER DR E,CONWAY,SC,29528,NOT AVAILABLE,NOT AVAILABLE,OTHER,OPEN,1039,HORRY,45051,USA,33.79383126,-79.01329263,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goccusports.com/sports/2018/6/4/_facilities_kimbel_arena_html.aspx
-10191809.22,5110744.485,465,972,CARVER-HAWKEYE ARENA,1 ELLIOTT DRIVE,IOWA CITY,IA,52242,NOT AVAILABLE,(319) 335-9431,SINGLE USE,OPEN,15500,JOHNSON,56019,USA,41.66375897,-91.55457999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://hawkeyesports.com/sports/2016/6/13/facilities-iowa-carver-hawkeye-html.aspx
-9322623.183,5200759.015,466,973,CRISLER CENTER,333 EAST STADIUM BOULEVARD,ANN ARBOR,MI,48109,NOT AVAILABLE,(734) 763-0750,SINGLE USE,OPEN,12707,WASHTENAW,26161,USA,42.2650055,-83.74654893,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://mgoblue.com/sports/2017/6/16/facilities-crisler-center-html.aspx
-9675459.968,4929113.868,467,974,MACKEY ARENA,"1000 JOHN R. WOODEN DR,WEST",WEST LAFAYETTE,IN,47907,NOT AVAILABLE,(800) 497-7678,SINGLE USE,OPEN,14222,TIPPECANOE,18157,USA,40.43332993,-86.9161357,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://purduesports.com/facilities/?id=2
-9405655.645,5270691.645,468,975,JACK BRESLIN STUDENT EVENT CENTER,534 BIRCH ROAD,EAST LANSING,MI,48823,NOT AVAILABLE,(517) 432-1989,SINGLE USE,OPEN,15085,INGHAM,26065,USA,42.72819636,-84.49244223,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://breslincenter.com/
-8666844.987,4984160.047,469,976,BRYCE JORDAN CENTER,127 BYCE JORDAN CENTER,STATE COLLEGE,PA,16802,NOT AVAILABLE,(814) 863-5500,SINGLE USE,OPEN,15261,CENTRE,42027,USA,40.80866106,-77.85559317,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://bjc.psu.edu/
-9951603.27,5322540.223,470,977,KOHL CENTER,601 WEST DAYTON STREET,MADISON,WI,53715,NOT AVAILABLE,(608) 263-5645,SINGLE USE,OPEN,17287,DANE,55025,USA,43.06939354,-89.39677319,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uwbadgers.com/sports/2015/08/21/GEN_2014010135.aspx
-13118676.66,3981813.815,471,978,BREN EVENTS CENTER,100 BREN EVENT CENTER DRIVE,IRVINE,CA,92612,NOT AVAILABLE,(949) 824-5050,SINGLE USE,OPEN,4984,ORANGE,48361,USA,33.64934174,-117.8470775,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://ucirvinesports.com/index.aspx?path=bren_center
-8432304.485,4816717.454,472,979,BOB CARPENTER SPORTS/CONVOCATION CENTER,210 S COLLEGE AVE,NEWARK,DE,19702,NOT AVAILABLE,(302) 831-4507,SINGLE USE,OPEN,5000,NEW CASTLE,10003,USA,39.66042002,-75.74867999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://bluehens.com/news/2013/8/31/209247928.aspx
-8779641.834,4640614.272,473,980,CONVOCATION CENTER (VIRGINIA),895 UNIVERSITY BLVD,HARRISONBURG,VA,22807,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,6426,HARRISONBURG,51660,USA,38.43186143,-78.86886449,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://jmusports.com/facilities/?id=5
-9393835.781,3995497.31,474,981,GSU SPORTS ARENA,125 DECATUR STREET SE,ATLANTA,GA,30303,NOT AVAILABLE,(404) 413-4009,SINGLE USE,OPEN,3455,FULTON,17057,USA,33.75160572,-84.38626258,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.georgiastatesports.com/ViewArticle.dbml?ATCLID=205155090
-8192764.204,4971079.898,475,982,DAVID S. MACK SPORTS AND EXHIBITION COMPLEX,245 HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,NOT AVAILABLE,(516) 463-6671,SINGLE USE,OPEN,5023,NASSAU,12089,USA,40.71966542,-73.59685304,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gohofstra.com/sports/2014/8/22/GEN_0822145306.aspx?id=72
-8370182.636,4859601.327,476,983,DASKALAKIS ATHLETIC CENTER,33RD STREET AND MARKET STREET,PHILADELPHIA,PA,19104,NOT AVAILABLE,(215) 571-3777,SINGLE USE,OPEN,2532,PHILADELPHIA,42101,USA,39.95635083,-75.19062993,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://drexel.edu/recathletics/facilities/dac/
-8540391.047,4477299.176,477,984,KAPLAN ARENA,751 UKROP WAY,WILLIAMSBURG,VA,23185,NOT AVAILABLE,(757) 221-4000,SINGLE USE,OPEN,8600,WILLIAMSBURG,51830,USA,37.27350816,-76.71963809,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://tribeathletics.com/facilities/?id=3
-9945051.294,3675816.091,478,985,REED GREEN COLISEUM,112 COLISEUM DRIVE,HATTIESBURG,MS,39401,NOT AVAILABLE,(601) 266-5017,SINGLE USE,OPEN,8095,FORREST,28035,USA,31.33104048,-89.33791579,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://southernmiss.com/sports/2018/6/21/_facilities_reed_green_coliseum_html.aspx?id=1217
-9175518.448,4639559.078,479,986,CAM HENDERSON CENTER,19TH STREET AND 3RD AVENUE,HUNTINGTON,WV,25703,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,9048,CABELL,54011,USA,38.42443572,-82.42508461,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://herdzone.com/sports/2018/6/11/facilities-henderson-center-html.aspx
-11856160.22,3734149.899,480,987,DON HASKINS CENTER,500 WEST UNIVERSITY AVENUE,EL PASO,TX,79902,NOT AVAILABLE,(915) 747-5481,SINGLE USE,OPEN,12000,EL PASO,48141,USA,31.77758055,-106.5056993,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.utepspecialevents.com/venues/don_haskins_center
-10024363,4182680.706,481,381,FEDEX FORUM,191 BEALE STREET,MEMPHIS,TN,38103,NOT AVAILABLE,(901) 205-2525,MULTIUSE,OPEN,18400,SHELBY,19165,USA,35.13822085,-90.05038493,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://fedexforum.com/homepage.aspx
-10032188.49,3495725.304,482,989,DEVLIN FIELDHOUSE,MCALISTER AT FRERET STREET,NEW ORLEANS,LA,70118,NOT AVAILABLE,(504) 865-5000,SINGLE USE,OPEN,4100,ORLEANS,22071,USA,29.93910925,-90.12068252,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://tulanegreenwave.com/facilities/?id=11
-9663569.862,3962152.418,483,990,BARTOW ARENA,617 13TH STREET SOUTH,BIRMINGHAM,AL,35233,NOT AVAILABLE,(205) 975-8221,SINGLE USE,OPEN,8500,JEFFERSON,22051,USA,33.50218882,-86.80932506,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uabsports.com/sports/2017/6/10/facilities-bartow-arena-html.aspx
-10613982.27,3468210.471,484,991,FERTITTA CENTER,3875 HOLMAN STREET,HOUSTON,TX,77004,NOT AVAILABLE,(713) 743-9450,SINGLE USE,OPEN,8479,HARRIS,48201,USA,29.72469234,-95.34702494,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uhcougarpride.com/fertittacenter/index.html
-8977787.511,5028320.619,485,992,BEEGHLY PHYSICAL EDUCATION CENTER,224 W SPRING ST,YOUNGSTOWN,OH,44502,NOT AVAILABLE,(330) 941-1978,SINGLE USE,OPEN,6300,MAHONING,39099,USA,41.10824303,-80.64883739,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ysusports.com/information/facilities/beeghly_center
-9254654.685,5223251.758,486,993,CALIHAN HALL,4001 W. MCNICHOLS RD,DETROIT,MI,48221,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,8837,WAYNE,49055,USA,42.41435789,-83.13597753,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://detroittitans.com/sports/2008/11/11/GEN_1111084603.aspx
